timestamp,pv_voltage_V,pv_current_A,pv_power_W,pv_status,battery_voltage_V,battery_current_A,battery_charge_power_W,battery_charge_set_W,battery_charge_voltage_V,battery_ovp_V,battery_uvp_V,grid_voltage_V,grid_current_A,grid_input_power_W,grid_charge_power_W,grid_freq_Hz,grid_status,output_switch,output_voltage_V,output_current_A,output_power_W,output_freq_Hz,temp_inverter_C,temp_boost_C,temp_transformer_C,fan_current_pct,fan_setpoint_pct,op_mode,inverter_on,ac_charging,bypassing,fault_active,faults,warnings,fault_code
2026-06-15T15:43:06.503797,0.0,0.0,0,Abnormal,7.9,0.1,0,0,51.2,60.0,60.0,224.0,0.07,0,0,49.86,Normal,0,0.0,0.0,0,0.0,26.0,27.2,0.0,0,-1,PV fault,0,0,0,1,DC undervoltage,,127
2026-06-15T15:43:09.503275,0.0,0.0,0,Abnormal,7.9,0.1,0,0,51.2,60.0,60.0,224.3,0.07,0,0,49.86,Normal,0,0.0,0.0,0,0.0,26.0,27.2,0.0,0,-1,PV fault,0,0,0,1,DC undervoltage,,127
2026-06-15T15:43:12.503053,0.0,0.0,0,Abnormal,7.9,0.1,0,0,51.2,60.0,60.0,224.3,0.07,0,0,49.85,Normal,0,0.0,0.0,0,0.0,26.0,27.2,0.0,0,-1,PV fault,0,0,0,1,DC undervoltage,,127
2026-06-15T15:43:15.503303,0.0,0.0,0,Abnormal,7.9,0.1,0,0,51.2,60.0,60.0,223.9,0.07,0,0,49.85,Normal,0,0.0,0.0,0,0.0,26.0,27.2,0.0,0,-1,PV fault,0,0,0,1,DC undervoltage,,127
2026-06-15T15:43:18.503457,0.0,0.0,0,Abnormal,7.9,0.1,0,0,51.2,60.0,60.0,224.5,0.07,0,0,49.85,Normal,1,0.0,0.0,0,0.0,26.0,27.2,0.0,0,-1,PV fault,0,0,0,1,DC undervoltage,,127
2026-06-15T15:43:21.584276,0.0,0.0,0,Abnormal,7.9,0.1,0,0,51.2,60.0,60.0,223.9,0.07,0,0,49.85,Normal,1,0.0,0.0,0,0.0,26.0,27.2,0.0,0,-1,PV fault,0,0,0,1,DC undervoltage,,127
2026-06-15T15:43:24.503622,0.0,0.0,0,Abnormal,7.9,0.1,0,0,51.2,60.0,60.0,224.5,0.07,0,0,49.85,Normal,0,0.0,0.0,0,0.0,26.0,27.2,0.0,0,-1,PV fault,0,0,0,1,DC undervoltage,,127
2026-06-15T15:43:27.503682,0.0,0.0,0,Abnormal,7.9,0.1,0,0,51.2,60.0,60.0,224.2,0.07,0,0,49.85,Normal,0,0.0,0.0,0,0.0,26.0,27.2,0.0,0,-1,PV fault,0,0,0,1,DC undervoltage,,127
2026-06-15T15:43:30.503736,0.0,0.0,0,Abnormal,7.9,0.1,0,0,51.2,60.0,60.0,223.8,0.07,0,0,49.86,Normal,0,0.0,0.0,0,0.0,26.0,27.2,0.0,0,-1,PV fault,0,0,0,1,DC undervoltage,,127
2026-06-15T15:43:33.503756,0.0,0.0,0,Abnormal,7.9,0.1,0,0,51.2,60.0,60.0,224.2,0.07,0,0,49.85,Normal,0,0.0,0.0,0,0.0,26.0,27.2,0.0,0,-1,PV fault,0,0,0,1,DC undervoltage,,127
2026-06-15T15:43:36.503843,0.0,0.0,0,Abnormal,7.9,0.1,0,0,51.2,60.0,60.0,223.6,0.07,0,0,49.85,Normal,0,0.0,0.0,0,0.0,26.0,27.2,0.0,0,-1,PV fault,0,0,0,1,DC undervoltage,,127
2026-06-15T15:43:39.503899,0.0,0.0,0,Abnormal,7.9,0.1,0,0,51.2,60.0,60.0,224.1,0.07,0,0,49.86,Normal,0,0.0,0.0,0,0.0,26.0,27.2,0.0,0,-1,PV fault,0,0,0,1,DC undervoltage,,127
2026-06-15T15:43:42.503977,0.0,0.0,0,Abnormal,7.9,0.1,0,0,51.2,60.0,60.0,223.9,0.07,0,0,49.86,Normal,0,0.0,0.0,0,0.0,26.0,27.2,0.0,0,-1,PV fault,0,0,0,1,DC undervoltage,,127
