timestamp,pv_voltage_V,pv_current_A,pv_power_W,pv_status,battery_voltage_V,battery_current_A,battery_charge_power_W,battery_charge_set_W,battery_charge_voltage_V,battery_ovp_V,battery_uvp_V,grid_voltage_V,grid_current_A,grid_input_power_W,grid_charge_power_W,grid_freq_Hz,grid_status,output_switch,output_voltage_V,output_current_A,output_power_W,output_freq_Hz,temp_inverter_C,temp_boost_C,temp_transformer_C,fan_current_pct,fan_setpoint_pct,op_mode,inverter_on,ac_charging,bypassing,fault_active,faults,warnings,fault_code
2026-06-15T16:26:07.048688,0.0,0.0,0,Abnormal,7.9,0.1,0,100,51.2,60.0,60.0,225.0,0.07,0,0,49.9,Normal,0,0.0,0.0,0,0.0,29.0,29.4,0.0,0,-1,PV fault,0,0,0,1,Main controller comm loss,,130
2026-06-15T16:26:10.048585,0.0,0.0,0,Abnormal,7.9,0.1,0,100,51.2,60.0,38.4,225.3,0.07,0,0,49.9,Normal,0,0.0,0.0,0,0.0,29.0,29.4,0.0,0,-1,PV fault,0,0,0,1,Main controller comm loss,,130
2026-06-15T16:26:12.488767,0.0,0.0,0,Abnormal,7.9,0.1,0,100,51.2,60.0,38.4,225.3,0.07,0,0,49.9,Normal,0,0.0,0.0,0,0.0,29.0,29.4,0.0,0,-1,PV fault,0,0,0,1,Main controller comm loss,,130
2026-06-15T16:26:15.487721,0.0,0.0,0,Abnormal,7.9,0.1,0,100,51.2,60.0,38.4,225.3,0.07,0,0,49.9,Normal,0,0.0,0.0,0,0.0,29.0,29.4,0.0,0,-1,PV fault,0,0,0,1,Main controller comm loss,,130
2026-06-15T16:26:18.487778,0.0,0.0,0,Abnormal,7.9,0.1,0,100,51.2,60.0,38.4,225.3,0.07,0,0,49.9,Normal,0,0.0,0.0,0,0.0,29.0,29.4,0.0,0,-1,PV fault,0,0,0,1,Main controller comm loss,,130
2026-06-15T16:26:21.487846,0.0,0.0,0,Abnormal,7.9,0.1,0,100,51.2,60.0,38.4,225.3,0.07,0,0,49.9,Normal,0,0.0,0.0,0,0.0,29.0,29.4,0.0,0,-1,PV fault,0,0,0,1,Main controller comm loss,,130
2026-06-15T16:26:24.487919,0.0,0.0,0,Abnormal,7.9,0.1,0,100,51.2,60.0,38.4,225.3,0.07,0,0,49.9,Normal,0,0.0,0.0,0,0.0,29.0,29.4,0.0,0,-1,PV fault,0,0,0,1,Main controller comm loss,,130
2026-06-15T16:26:27.487987,0.0,0.0,0,Abnormal,7.9,0.1,0,100,51.2,60.0,38.4,225.3,0.07,0,0,49.9,Normal,0,0.0,0.0,0,0.0,29.0,29.4,0.0,0,-1,PV fault,0,0,0,1,Main controller comm loss,,130
2026-06-15T16:26:30.488051,0.0,0.0,0,Abnormal,7.9,0.1,0,100,51.2,60.0,38.4,225.3,0.07,0,0,49.9,Normal,0,0.0,0.0,0,0.0,29.0,29.4,0.0,0,-1,PV fault,0,0,0,1,Main controller comm loss,,130
2026-06-15T16:26:33.488115,0.0,0.0,0,Abnormal,7.9,0.1,0,100,51.2,60.0,38.4,225.3,0.07,0,0,49.9,Normal,0,0.0,0.0,0,0.0,29.0,29.4,0.0,0,-1,PV fault,0,0,0,1,Main controller comm loss,,130
2026-06-15T16:26:36.488182,0.0,0.0,0,Abnormal,7.9,0.1,0,100,51.2,60.0,38.4,225.3,0.07,0,0,49.9,Normal,0,0.0,0.0,0,0.0,29.0,29.4,0.0,0,-1,PV fault,0,0,0,1,Main controller comm loss,,130
2026-06-15T16:26:39.488251,0.0,0.0,0,Abnormal,7.9,0.1,0,100,51.2,60.0,38.4,225.3,0.07,0,0,49.9,Normal,0,0.0,0.0,0,0.0,29.0,29.4,0.0,0,-1,PV fault,0,0,0,1,Main controller comm loss,,130
2026-06-15T16:26:42.488356,0.0,0.0,0,Abnormal,7.9,0.1,0,100,51.2,60.0,38.4,225.3,0.07,0,0,49.9,Normal,0,0.0,0.0,0,0.0,29.0,29.4,0.0,0,-1,PV fault,0,0,0,1,Main controller comm loss,,130
2026-06-15T16:26:45.488394,0.0,0.0,0,Abnormal,7.9,0.1,0,100,51.2,60.0,38.4,225.3,0.07,0,0,49.9,Normal,0,0.0,0.0,0,0.0,29.0,29.4,0.0,0,-1,PV fault,0,0,0,1,Main controller comm loss,,130
2026-06-15T16:26:48.488468,0.0,0.0,0,Abnormal,7.9,0.1,0,100,51.2,60.0,38.4,225.3,0.07,0,0,49.9,Normal,0,0.0,0.0,0,0.0,29.0,29.4,0.0,0,-1,PV fault,0,0,0,1,Main controller comm loss,,130
2026-06-15T16:26:51.488535,0.0,0.0,0,Abnormal,7.9,0.1,0,100,51.2,60.0,38.4,225.3,0.07,0,0,49.9,Normal,0,0.0,0.0,0,0.0,29.0,29.4,0.0,0,-1,PV fault,0,0,0,1,Main controller comm loss,,130
2026-06-15T16:26:54.488598,0.0,0.0,0,Abnormal,7.9,0.1,0,100,51.2,60.0,38.4,225.3,0.07,0,0,49.9,Normal,0,0.0,0.0,0,0.0,29.0,29.4,0.0,0,-1,PV fault,0,0,0,1,Main controller comm loss,,130
2026-06-15T16:26:57.488666,0.0,0.0,0,Abnormal,7.9,0.1,0,100,51.2,60.0,38.4,225.3,0.07,0,0,49.9,Normal,0,0.0,0.0,0,0.0,29.0,29.4,0.0,0,-1,PV fault,0,0,0,1,Main controller comm loss,,130
2026-06-15T16:27:00.488734,0.0,0.0,0,Abnormal,7.9,0.1,0,100,51.2,60.0,38.4,225.3,0.07,0,0,49.9,Normal,0,0.0,0.0,0,0.0,29.0,29.4,0.0,0,-1,PV fault,0,0,0,1,Main controller comm loss,,130
2026-06-15T16:27:03.488807,0.0,0.0,0,Abnormal,7.9,0.1,0,100,51.2,60.0,38.4,225.3,0.07,0,0,49.9,Normal,0,0.0,0.0,0,0.0,29.0,29.4,0.0,0,-1,PV fault,0,0,0,1,Main controller comm loss,,130
2026-06-15T16:27:06.488873,0.0,0.0,0,Abnormal,7.9,0.1,0,100,51.2,60.0,38.4,225.3,0.07,0,0,49.9,Normal,0,0.0,0.0,0,0.0,29.0,29.4,0.0,0,-1,PV fault,0,0,0,1,Main controller comm loss,,130
2026-06-15T16:27:09.488938,0.0,0.0,0,Abnormal,7.9,0.1,0,100,51.2,60.0,38.4,225.3,0.07,0,0,49.9,Normal,0,0.0,0.0,0,0.0,29.0,29.4,0.0,0,-1,PV fault,0,0,0,1,Main controller comm loss,,130
2026-06-15T16:27:12.489011,0.0,0.0,0,Abnormal,7.9,0.1,0,100,51.2,60.0,38.4,225.3,0.07,0,0,49.9,Normal,0,0.0,0.0,0,0.0,29.0,29.4,0.0,0,-1,PV fault,0,0,0,1,Main controller comm loss,,130
2026-06-15T16:27:15.489070,0.0,0.0,0,Abnormal,7.9,0.1,0,100,51.2,60.0,38.4,225.3,0.07,0,0,49.9,Normal,0,0.0,0.0,0,0.0,29.0,29.4,0.0,0,-1,PV fault,0,0,0,1,Main controller comm loss,,130
2026-06-15T16:27:18.489151,0.0,0.0,0,Abnormal,7.9,0.1,0,100,51.2,60.0,38.4,225.3,0.07,0,0,49.9,Normal,0,0.0,0.0,0,0.0,29.0,29.4,0.0,0,-1,PV fault,0,0,0,1,Main controller comm loss,,130
2026-06-15T16:27:21.489213,0.0,0.0,0,Abnormal,7.9,0.1,0,100,51.2,60.0,38.4,225.3,0.07,0,0,49.9,Normal,0,0.0,0.0,0,0.0,29.0,29.4,0.0,0,-1,PV fault,0,0,0,1,Main controller comm loss,,130
2026-06-15T16:27:24.489276,0.0,0.0,0,Abnormal,7.9,0.1,0,100,51.2,60.0,38.4,225.3,0.07,0,0,49.9,Normal,0,0.0,0.0,0,0.0,29.0,29.4,0.0,0,-1,PV fault,0,0,0,1,Main controller comm loss,,130
2026-06-15T16:27:27.489345,0.0,0.0,0,Abnormal,7.9,0.1,0,100,51.2,60.0,38.4,225.3,0.07,0,0,49.9,Normal,0,0.0,0.0,0,0.0,29.0,29.4,0.0,0,-1,PV fault,0,0,0,1,Main controller comm loss,,130
2026-06-15T16:27:30.489412,0.0,0.0,0,Abnormal,7.9,0.1,0,100,51.2,60.0,38.4,225.3,0.07,0,0,49.9,Normal,0,0.0,0.0,0,0.0,29.0,29.4,0.0,0,-1,PV fault,0,0,0,1,Main controller comm loss,,130
2026-06-15T16:27:33.489476,0.0,0.0,0,Abnormal,7.9,0.1,0,100,51.2,60.0,38.4,225.3,0.07,0,0,49.9,Normal,0,0.0,0.0,0,0.0,29.0,29.4,0.0,0,-1,PV fault,0,0,0,1,Main controller comm loss,,130
2026-06-15T16:27:36.489562,0.0,0.0,0,Abnormal,7.9,0.1,0,100,51.2,60.0,38.4,225.3,0.07,0,0,49.9,Normal,0,0.0,0.0,0,0.0,29.0,29.4,0.0,0,-1,PV fault,0,0,0,1,Main controller comm loss,,130
2026-06-15T16:27:39.489614,0.0,0.0,0,Abnormal,7.9,0.1,0,100,51.2,60.0,38.4,225.3,0.07,0,0,49.9,Normal,0,0.0,0.0,0,0.0,29.0,29.4,0.0,0,-1,PV fault,0,0,0,1,Main controller comm loss,,130
2026-06-15T16:27:42.489684,0.0,0.0,0,Abnormal,7.9,0.1,0,100,51.2,60.0,38.4,225.3,0.07,0,0,49.9,Normal,0,0.0,0.0,0,0.0,29.0,29.4,0.0,0,-1,PV fault,0,0,0,1,Main controller comm loss,,130
2026-06-15T16:27:45.489748,0.0,0.0,0,Abnormal,7.9,0.1,0,100,51.2,60.0,38.4,225.3,0.07,0,0,49.9,Normal,0,0.0,0.0,0,0.0,29.0,29.4,0.0,0,-1,PV fault,0,0,0,1,Main controller comm loss,,130
2026-06-15T16:27:48.489810,0.0,0.0,0,Abnormal,7.9,0.1,0,100,51.2,60.0,38.4,225.3,0.07,0,0,49.9,Normal,0,0.0,0.0,0,0.0,29.0,29.4,0.0,0,-1,PV fault,0,0,0,1,Main controller comm loss,,130
2026-06-15T16:27:51.489877,0.0,0.0,0,Abnormal,7.9,0.1,0,100,51.2,60.0,38.4,225.3,0.07,0,0,49.9,Normal,0,0.0,0.0,0,0.0,29.0,29.4,0.0,0,-1,PV fault,0,0,0,1,Main controller comm loss,,130
2026-06-15T16:27:54.489950,0.0,0.0,0,Abnormal,7.9,0.1,0,100,51.2,60.0,38.4,225.3,0.07,0,0,49.9,Normal,0,0.0,0.0,0,0.0,29.0,29.4,0.0,0,-1,PV fault,0,0,0,1,Main controller comm loss,,130
2026-06-15T16:27:57.490014,0.0,0.0,0,Abnormal,7.9,0.1,0,100,51.2,60.0,38.4,225.3,0.07,0,0,49.9,Normal,0,0.0,0.0,0,0.0,29.0,29.4,0.0,0,-1,PV fault,0,0,0,1,Main controller comm loss,,130
2026-06-15T16:28:00.490080,0.0,0.0,0,Abnormal,7.9,0.1,0,100,51.2,60.0,38.4,225.3,0.07,0,0,49.9,Normal,0,0.0,0.0,0,0.0,29.0,29.4,0.0,0,-1,PV fault,0,0,0,1,Main controller comm loss,,130
2026-06-15T16:28:03.490145,0.0,0.0,0,Abnormal,7.9,0.1,0,100,51.2,60.0,38.4,225.3,0.07,0,0,49.9,Normal,0,0.0,0.0,0,0.0,29.0,29.4,0.0,0,-1,PV fault,0,0,0,1,Main controller comm loss,,130
