timestamp,pv_voltage_V,pv_current_A,pv_power_W,pv_status,battery_voltage_V,battery_current_A,battery_charge_power_W,battery_charge_set_W,battery_charge_voltage_V,battery_ovp_V,battery_uvp_V,grid_voltage_V,grid_current_A,grid_input_power_W,grid_charge_power_W,grid_freq_Hz,grid_status,output_switch,output_voltage_V,output_current_A,output_power_W,output_freq_Hz,temp_inverter_C,temp_boost_C,temp_transformer_C,fan_current_pct,fan_setpoint_pct,op_mode,inverter_on,ac_charging,bypassing,fault_active,faults,warnings,fault_code
2026-06-12T17:05:44.863222,360.0,5.0,1800,Normal,48.0,0.1,0,0,51.2,60.0,39.0,224.5,0.07,0,0,50.01,Normal,0,0.0,0.0,0,0.0,27.0,26.0,0.0,0,-1,PV fault,0,0,0,0,,,0
2026-06-12T17:05:45.264466,360.0,5.0,1800,Normal,48.0,0.1,0,0,51.2,60.0,39.0,224.6,0.07,0,0,50.01,Normal,0,0.0,0.0,0,0.0,27.0,26.0,0.0,0,-1,PV fault,0,0,0,0,,,0
2026-06-12T17:05:48.264360,360.0,5.0,1800,Normal,48.0,0.0,0,0,51.2,60.0,39.0,224.8,0.07,0,0,50.01,Normal,0,0.0,0.0,0,0.0,27.1,26.0,0.0,0,-1,PV fault,0,0,0,0,,,0
2026-06-12T17:05:51.264401,360.0,5.0,1800,Normal,48.0,0.1,0,0,51.2,60.0,39.0,224.4,0.07,0,0,50.0,Normal,0,0.0,0.0,0,0.0,27.1,26.0,0.0,0,-1,PV fault,0,0,0,0,,,0
2026-06-12T17:05:54.264507,360.0,5.0,1800,Normal,48.0,0.1,0,0,51.2,60.0,39.0,224.8,0.07,0,0,50.0,Normal,0,0.0,0.0,0,0.0,27.0,26.0,0.0,0,-1,PV fault,0,0,0,0,,,0
2026-06-12T17:05:57.264645,360.0,5.0,1800,Normal,48.0,0.1,0,0,51.2,60.0,39.0,224.4,0.07,0,0,50.01,Normal,0,0.0,0.0,0,0.0,27.0,26.0,0.0,0,-1,PV fault,0,0,0,0,,,0
2026-06-12T17:06:00.264723,360.0,5.0,1800,Normal,48.0,0.0,0,0,51.2,60.0,39.0,224.7,0.07,0,0,50.01,Normal,0,0.0,0.0,0,0.0,27.0,26.0,0.0,0,-1,PV fault,0,0,0,0,,,0
2026-06-12T17:06:03.264677,360.0,5.0,1800,Normal,48.0,0.0,0,0,51.2,60.0,39.0,224.3,0.07,0,0,50.01,Normal,0,0.0,0.0,0,0.0,27.0,26.0,0.0,0,-1,PV fault,0,0,0,0,,,0
2026-06-12T17:06:06.264757,360.0,5.0,1800,Normal,48.0,0.1,0,0,51.2,60.0,39.0,224.6,0.07,0,0,50.01,Normal,0,0.0,0.0,0,0.0,27.0,26.0,0.0,0,-1,PV fault,0,0,0,0,,,0
2026-06-12T17:06:09.264859,360.0,5.0,1800,Normal,48.0,0.1,0,0,51.2,60.0,39.0,224.2,0.07,0,0,50.0,Normal,0,0.0,0.0,0,0.0,27.0,26.0,0.0,0,-1,PV fault,0,0,0,0,,,0
2026-06-12T17:06:12.265047,360.0,5.0,1800,Normal,48.0,0.1,0,0,51.2,60.0,39.0,224.7,0.07,0,0,50.01,Normal,0,0.0,0.0,0,0.0,27.0,26.0,0.0,0,-1,PV fault,0,0,0,0,,,0
2026-06-12T17:06:15.264938,360.0,5.0,1800,Normal,48.0,0.1,0,0,51.2,60.0,39.0,224.3,0.07,0,0,50.01,Normal,0,0.0,0.0,0,0.0,27.0,26.0,0.0,0,-1,PV fault,0,0,0,0,,,0
2026-06-12T17:06:18.265033,360.0,5.0,1800,Normal,48.0,0.1,0,0,51.2,60.0,39.0,224.6,0.07,0,0,50.01,Normal,0,0.0,0.0,0,0.0,27.0,26.0,0.0,0,-1,PV fault,0,0,0,0,,,0
2026-06-12T17:06:21.265125,360.0,5.0,1800,Normal,48.0,0.1,0,0,51.2,60.0,39.0,224.3,0.07,0,0,50.01,Normal,0,0.0,0.0,0,0.0,27.0,26.0,0.0,0,-1,PV fault,0,0,0,0,,,0
2026-06-12T17:06:24.265113,360.0,5.0,1800,Normal,48.0,0.1,0,0,51.2,60.0,39.0,224.5,0.07,0,0,50.0,Normal,0,0.0,0.0,0,0.0,27.0,26.1,0.0,0,-1,PV fault,0,0,0,0,,,0
2026-06-12T17:06:27.265157,360.0,5.0,1800,Normal,48.0,0.1,0,0,51.2,60.0,39.0,224.2,0.07,0,0,50.01,Normal,0,0.0,0.0,0,0.0,27.0,26.1,0.0,0,-1,PV fault,0,0,0,0,,,0
2026-06-12T17:06:30.265281,360.0,5.0,1800,Normal,48.0,0.1,0,0,51.2,60.0,39.0,224.6,0.07,0,0,50.0,Normal,0,0.0,0.0,0,0.0,26.9,26.1,0.0,0,-1,PV fault,0,0,0,0,,,0
2026-06-12T17:06:33.265316,360.0,5.0,1800,Normal,48.0,0.1,0,0,51.2,60.0,39.0,224.0,0.07,0,0,49.99,Normal,0,0.0,0.0,0,0.0,27.0,26.1,0.0,0,-1,PV fault,0,0,0,0,,,0
2026-06-12T17:06:36.265303,360.0,5.0,1800,Normal,48.0,0.1,0,0,51.2,60.0,39.0,224.4,0.07,0,0,49.99,Normal,0,0.0,0.0,0,0.0,26.9,26.1,0.0,0,-1,PV fault,0,0,0,0,,,0
2026-06-12T17:06:39.265396,360.0,5.0,1800,Normal,48.0,0.1,0,0,51.2,60.0,39.0,224.0,0.07,0,0,49.99,Normal,0,0.0,0.0,0,0.0,26.9,26.1,0.0,0,-1,PV fault,0,0,0,0,,,0
2026-06-12T17:06:42.265650,360.0,5.0,1800,Normal,48.0,0.1,0,0,51.2,60.0,39.0,224.7,0.07,0,0,49.99,Normal,0,0.0,0.0,0,0.0,26.9,26.1,0.0,0,-1,PV fault,0,0,0,0,,,0
2026-06-12T17:06:45.265460,360.0,5.0,1800,Normal,48.0,0.1,0,0,51.2,60.0,39.0,224.3,0.07,0,0,49.99,Normal,0,0.0,0.0,0,0.0,26.9,26.1,0.0,0,-1,PV fault,0,0,0,0,,,0
2026-06-12T17:06:48.265680,360.0,5.0,1800,Normal,48.0,0.1,0,0,51.2,60.0,39.0,224.6,0.07,0,0,49.98,Normal,0,0.0,0.0,0,0.0,26.9,26.1,0.0,0,-1,PV fault,0,0,0,0,,,0
